Species,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
horridus,-99.106,18.439,252,172,67,2040,379,124,255,260,226,278,224,859,198,2,109,537,12,266,15
horridus,-99.103,18.897,221,157,72,1512,332,115,217,226,212,241,201,956,207,4,104,576,18,280,29
horridus,-99.101,18.904,221,157,72,1512,332,115,217,226,212,241,201,956,207,4,104,576,18,280,29
horridus,-99.101,18.444,252,172,67,2040,379,124,255,260,226,278,224,859,198,2,109,537,12,266,15
horridus,-99.1,18.984,195,156,73,1328,301,90,211,201,187,213,178,965,203,5,104,591,18,273,26
horridus,-99.1,18.983,195,156,73,1328,301,90,211,201,187,213,178,965,203,5,104,591,18,273,26
horridus,-99.1,18.902,221,157,72,1512,332,115,217,226,212,241,201,956,207,4,104,576,18,280,29
horridus,-99.099,18.985,195,156,73,1328,301,90,211,201,187,213,178,965,203,5,104,591,18,273,26
horridus,-99.096664,18.918612,215,157,73,1458,325,110,215,221,207,235,197,968,208,4,105,587,17,280,28
horridus,-99.09,18.984,195,156,73,1328,301,90,211,201,187,213,178,965,203,5,104,591,18,273,26
horridus,-99.081,18.984,195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24
horridus,-99.076,18.963,195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24
horridus,-99.067,18.967,195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24
horridus,-99.064,18.985,195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24
horridus,-99.063,18.883,231,166,71,1727,349,116,233,234,221,254,208,925,194,4,100,539,22,269,34
horridus,-99.052,16.713,289,141,79,705,379,202,177,290,288,298,280,1146,296,2,115,719,7,301,17
horridus,-99.05,19,195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24
horridus,-99.048,16.797,286,145,80,721,379,198,181,286,286,296,277,1304,333,3,113,830,10,315,20
horridus,-99.038,18.471,243,168,68,1896,368,122,246,250,220,268,218,807,181,2,107,501,12,246,16
horridus,-99.018,18.748,236,167,70,1769,356,120,236,243,214,259,213,861,181,3,103,511,17,255,27
horridus,-99.018,17.416,234,145,70,1355,334,127,207,235,224,252,216,1284,265,5,102,786,24,328,44
horridus,-99.017,18.433,249,173,67,2031,376,121,255,257,223,275,221,870,201,2,110,548,12,267,14
horridus,-99,18.954,208,164,76,1293,316,103,213,213,200,225,191,940,201,3,105,571,12,274,23
horridus,-99,18.91,227,167,73,1553,342,116,226,234,207,248,207,913,201,3,103,541,16,277,16
horridus,-99,18.9,227,167,73,1553,342,116,226,234,207,248,207,913,201,3,103,541,16,277,16
horridus,-98.999,18.474,240,167,69,1865,363,121,242,247,217,264,215,814,182,2,107,506,12,248,17
horridus,-98.999,18.467,240,167,69,1865,363,121,242,247,217,264,215,814,182,2,107,506,12,248,17
horridus,-98.999,18.464,240,167,69,1865,363,121,242,247,217,264,215,814,182,2,107,506,12,248,17
horridus,-98.999,18.456,243,168,68,1936,368,121,247,251,219,268,217,824,186,2,109,515,11,251,15
horridus,-98.998,18.468,240,167,69,1865,363,121,242,247,217,264,215,814,182,2,107,506,12,248,17
horridus,-98.99,18.92,208,164,76,1293,316,103,213,213,200,225,191,940,201,3,105,571,12,274,23
horridus,-98.99,18.9,227,167,73,1553,342,116,226,234,207,248,207,913,201,3,103,541,16,277,16
horridus,-98.983,18.95,208,164,76,1293,316,103,213,213,200,225,191,940,201,3,105,571,12,274,23
horridus,-98.977,18.502,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.97,18.906,227,167,73,1553,342,116,226,234,207,248,207,913,201,3,103,541,16,277,16
horridus,-98.967,18.516,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.963,18.462,240,167,69,1865,363,121,242,247,217,264,215,814,182,2,107,506,12,248,17
horridus,-98.962,18.521,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.96,18.539,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.96,18.523,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.959,18.556,236,165,70,1726,356,121,235,242,215,259,213,808,178,2,105,498,13,246,20
horridus,-98.959,18.524,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.959,18.523,239,166,69,1828,361,121,240,246,216,263,215,804,177,2,105,497,12,244,18
horridus,-98.958,18.561,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.958,18.542,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.957,18.524,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.956,18.565,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.956,18.524,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.956,18.523,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.952,18.548,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.95,18.817,232,169,73,1599,349,118,231,239,222,253,211,898,192,2,103,533,15,274,28
horridus,-98.944,18.56,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.944,18.539,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.941,18.549,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.936,18.96,186,162,77,1121,290,80,210,190,171,200,171,984,201,5,100,590,21,285,29
horridus,-98.936,18.528,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.936,18.526,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.935,18.542,232,164,70,1648,350,119,231,238,211,253,210,807,181,2,105,502,13,250,20
horridus,-98.934,18.537,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.934,18.536,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.927,18.847,227,167,74,1452,340,117,223,233,217,246,207,883,194,2,104,526,13,269,13
horridus,-98.923,18.54,235,165,69,1727,355,119,236,241,213,257,212,805,179,2,105,500,12,246,19
horridus,-98.91,18.79,231,169,73,1578,348,117,231,238,210,251,210,886,191,2,103,531,14,271,27
horridus,-98.9,18.7833,231,169,73,1578,348,117,231,238,210,251,210,886,191,2,103,531,14,271,27
horridus,-98.832,18.683,231,170,72,1601,349,115,234,238,210,252,210,860,190,2,104,528,14,266,26
horridus,-98.766,18.799,204,167,78,1100,311,99,212,207,197,218,189,1023,224,4,100,603,20,317,33
horridus,-98.7167,18.6667,228,171,73,1582,345,112,233,236,207,248,207,849,188,3,103,514,16,264,25
horridus,-98.578,18.518,242,174,69,2059,366,114,252,254,214,267,213,762,167,2,98,444,15,251,25
horridus,-98.509445,17.605833,222,152,66,1908,334,104,230,226,198,246,195,792,159,3,97,453,14,252,18
horridus,-98.473,18.452,239,173,69,2082,362,112,250,252,211,264,210,814,182,2,100,468,13,268,24
horridus,-98.416664,18.5,234,173,70,2028,355,108,247,247,219,258,206,820,192,3,102,467,13,275,13
horridus,-98.35,18.65,227,174,72,1901,344,103,241,240,212,248,200,822,197,2,103,456,13,277,14
horridus,-98.283,18.7,217,171,73,1738,331,97,234,229,203,237,192,807,185,3,99,440,16,272,16
horridus,-98.17,18.8,195,167,72,1651,307,77,230,206,171,214,171,774,161,5,92,416,19,260,19
horridus,-97.762,18.182,199,168,70,1928,313,73,240,212,173,221,172,565,147,3,98,301,12,230,15
horridus,-97.746,18.181,189,167,69,1911,303,64,239,202,163,211,162,591,155,3,96,313,15,247,19
horridus,-97.7,17.88,187,170,69,1932,302,58,244,200,161,210,160,747,180,5,95,398,16,285,23
horridus,-97.686,18.186,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.686,18.185,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.684,18.188,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.684,18.186,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.671,18.185,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.668,18.2,186,166,69,1894,300,62,238,205,161,208,159,606,157,3,95,316,16,256,22
horridus,-97.618,18.352,175,162,70,1870,286,55,231,194,150,197,149,513,128,3,93,267,14,221,17
horridus,-97.618,18.317,182,161,69,1878,293,62,231,201,157,204,155,514,130,3,95,267,14,220,17
horridus,-97.604,18.318,182,161,69,1878,293,62,231,201,157,204,155,514,130,3,95,267,14,220,17
horridus,-97.603,18.301,182,161,69,1878,293,62,231,201,157,204,155,514,130,3,95,267,14,220,17
horridus,-97.602,18.304,182,161,69,1878,293,62,231,201,157,204,155,514,130,3,95,267,14,220,17
horridus,-97.569,18.37,180,159,69,1860,289,61,228,198,154,201,153,492,120,3,92,251,14,209,16
horridus,-97.484,18.221,169,159,69,1865,279,50,229,187,144,191,143,536,127,4,91,262,18,219,22
horridus,-97.484,18.22,169,159,69,1865,279,50,229,187,144,191,143,536,127,4,91,262,18,219,22
horridus,-97.469,18.319,195,157,69,1910,304,78,226,213,169,217,168,453,110,3,99,225,13,181,15
horridus,-97.453,18.333,198,155,69,1936,307,83,224,217,172,221,171,454,109,3,100,224,13,178,15
horridus,-97.451,19.322,144,156,71,1705,248,31,217,160,120,162,120,453,92,5,77,215,19,190,21
horridus,-97.45,18.32,198,155,69,1936,307,83,224,217,172,221,171,454,109,3,100,224,13,178,15
horridus,-97.444,18.712,151,164,72,1660,263,36,227,165,126,169,126,454,93,3,83,224,20,175,20
horridus,-97.437,18.319,198,155,69,1936,307,83,224,217,172,221,171,454,109,3,100,224,13,178,15
horridus,-97.437,18.318,198,155,69,1936,307,83,224,217,172,221,171,454,109,3,100,224,13,178,15
horridus,-97.367,18.436,197,147,69,1881,301,88,213,210,171,219,171,495,115,4,94,250,15,189,19
horridus,-97.337,18.319,215,154,68,1996,325,100,225,223,199,238,187,397,100,2,100,206,11,149,13
horridus,-97.333,18.219,211,154,68,2017,321,96,225,219,195,235,183,439,107,3,100,231,13,158,16
horridus,-97.301,18.453,199,145,68,1888,302,91,211,212,173,220,172,537,121,5,93,273,18,197,23
horridus,-97.29,18.16,211,155,68,2006,322,95,227,218,196,235,183,473,108,4,96,251,15,163,20
horridus,-97.288,18.454,185,145,69,1835,286,77,209,197,159,206,159,643,137,7,89,331,25,223,31
horridus,-97.286,18.454,185,145,69,1835,286,77,209,197,159,206,159,643,137,7,89,331,25,223,31
horridus,-97.25,19.033333,71,132,73,1090,164,-16,180,73,65,84,56,1774,342,34,82,973,104,201,151
horridus,-97.236,18.333,223,152,68,2012,334,111,223,234,207,247,195,362,83,2,97,191,8,133,8
horridus,-97.185,18.236,232,155,67,2092,347,118,229,243,216,257,203,365,82,2,96,205,8,128,8
horridus,-97.117,18.168,223,151,68,2031,334,112,222,230,208,248,196,649,129,7,89,356,25,190,40
horridus,-97.071,18.068,229,149,66,2103,340,117,223,236,213,256,201,661,135,7,91,371,24,183,30
horridus,-97.067,18.133,209,146,67,1939,316,101,215,215,195,233,182,1039,209,13,88,575,45,274,78
horridus,-97.054,17.702,178,153,67,1760,290,64,226,188,167,200,154,638,131,5,91,351,19,201,34
horridus,-97.035,17.987,241,140,63,2248,349,130,219,250,222,269,210,635,134,6,94,358,21,182,22
horridus,-97.035,17.954,248,138,62,2377,357,136,221,258,215,277,215,547,116,4,97,315,14,161,14
horridus,-97.01,17.9,244,140,63,2316,354,132,222,259,212,273,212,489,105,3,99,282,11,148,11
horridus,-97.004,17.586,181,154,68,1720,292,67,225,190,170,202,157,620,129,5,92,343,18,200,31
horridus,-97,17.584,176,153,68,1703,286,63,223,185,165,197,152,664,134,6,92,366,19,206,34
horridus,-97,17.571,168,154,69,1574,278,56,222,176,158,188,146,677,142,6,91,375,20,221,33
horridus,-96.985,17.854,243,138,62,2301,351,131,220,252,223,271,211,558,118,4,96,321,16,163,16
horridus,-96.984,17.884,247,136,62,2355,354,135,219,257,226,276,214,584,123,4,96,337,17,167,17
horridus,-96.984,17.871,243,138,62,2301,351,131,220,252,223,271,211,558,118,4,96,321,16,163,16
horridus,-96.982,17.807,249,138,62,2355,358,136,222,264,216,278,216,495,109,3,100,293,11,148,11
horridus,-96.967,17.735,237,142,64,2204,345,124,221,246,219,264,207,491,102,3,98,280,13,151,13
horridus,-96.959,17.798,249,138,62,2355,358,136,222,264,216,278,216,495,109,3,100,293,11,148,11
horridus,-96.954,17.754,233,139,64,2164,339,122,217,241,215,259,203,681,139,6,94,386,23,192,26
horridus,-96.951,17.8,218,141,65,2033,324,109,215,226,203,244,191,887,178,10,90,496,36,235,61
horridus,-96.951,17.788,233,139,64,2164,339,122,217,241,215,259,203,681,139,6,94,386,23,192,26
horridus,-96.951,17.453,162,156,71,1423,271,52,219,168,144,180,142,721,154,5,91,398,20,246,29
horridus,-96.95,17.785,233,139,64,2164,339,122,217,241,215,259,203,681,139,6,94,386,23,192,26
horridus,-96.93,17.727,241,138,63,2247,348,129,219,250,222,269,210,557,115,4,96,319,16,166,17
horridus,-96.92,17.621,203,148,66,1928,311,89,222,214,189,226,176,642,130,5,93,356,18,196,32
horridus,-96.917,17.655,229,143,65,2102,336,116,220,237,212,255,200,541,112,4,94,304,15,167,23
horridus,-96.911,17.912,178,134,65,1758,281,76,205,184,166,200,154,1224,258,13,89,689,46,303,98
horridus,-96.909,17.921,210,133,65,1948,311,107,204,218,195,235,184,1383,284,19,87,769,65,336,82
horridus,-96.882,17.84,172,137,66,1729,276,69,207,178,161,194,148,1081,228,11,90,609,39,272,84
horridus,-96.85,17.568,219,143,65,1997,325,107,218,231,204,244,192,660,134,5,93,367,20,202,31
hunsakeri,-110.4,24.566668,234,140,56,4440,357,107,250,292,240,292,178,197,54,0,105,129,2,129,33
hunsakeri,-110.3864,24.51831,235,139,56,4412,357,109,248,292,241,292,179,188,52,0,108,124,2,124,31
hunsakeri,-110.38333,24.533333,235,139,56,4412,357,109,248,292,241,292,179,188,52,0,108,124,2,124,31
hunsakeri,-110.3812,24.49121,236,138,55,4413,359,111,248,294,242,294,181,180,50,0,103,118,2,118,30
hunsakeri,-110.38064,24.5085,235,139,56,4412,357,109,248,292,241,292,179,188,52,0,108,124,2,124,31
hunsakeri,-110.37897,24.56149,234,140,56,4440,357,107,250,292,240,292,178,197,54,0,105,129,2,129,33
hunsakeri,-110.37167,24.54167,232,141,56,4401,355,106,249,290,239,290,177,209,57,0,106,138,3,138,34
hunsakeri,-110.371666,24.541666,225,141,56,4358,348,99,249,282,233,282,170,249,68,0,111,169,3,169,39
hunsakeri,-110.3508,24.427145,236,137,55,4399,358,113,245,294,243,294,181,183,51,0,104,119,3,119,31
hunsakeri,-110.35052,24.43598,236,137,55,4399,358,113,245,294,243,294,181,183,51,0,104,119,3,119,31
hunsakeri,-110.35,24.5,232,139,56,4380,354,107,247,289,238,289,177,210,58,0,107,139,3,139,34
hunsakeri,-110.33265,24.47579,232,139,56,4398,355,107,248,289,239,289,177,214,60,0,110,143,3,143,34
hunsakeri,-110.31816,24.42259,235,137,55,4417,357,111,246,293,242,293,179,195,54,0,102,126,3,126,33
hunsakeri,-110.31086,24.1424,237,130,55,4282,355,120,235,293,241,293,183,191,56,0,107,123,2,123,34
hunsakeri,-110.3,24.166668,237,131,55,4294,356,119,237,293,242,293,183,189,55,0,105,121,2,121,33
hunsakeri,-110.29023,23.99899,226,135,56,4142,344,107,237,282,230,282,176,308,94,1,123,224,4,224,26
hunsakeri,-110.166664,24.233334,232,138,55,4435,353,106,247,289,240,289,176,227,65,0,110,151,1,151,38
hunsakeri,-110.15,24.233334,232,138,55,4435,353,106,247,289,240,289,176,227,65,0,110,151,1,151,38
hunsakeri,-110.12534,23.78241,214,141,58,3963,329,89,240,267,197,267,165,389,131,1,129,296,5,296,46
hunsakeri,-110.12361,24.142221,213,143,57,4218,332,85,247,267,223,267,160,390,117,1,122,285,3,285,51
hunsakeri,-110.12,23.79,210,143,59,3981,325,84,241,262,195,262,161,416,133,1,129,315,5,315,49
hunsakeri,-110.115037,23.149611,226,126,58,3455,329,114,215,274,222,274,184,234,70,0,113,160,2,160,27
hunsakeri,-110.10624,23.80313,210,143,59,4011,325,83,242,262,194,262,160,421,132,1,127,317,5,317,51
hunsakeri,-110.1,23.816668,210,143,59,4011,325,83,242,262,194,262,160,421,132,1,127,317,5,317,51
hunsakeri,-110.1,23.501389,214,139,59,3783,325,91,234,265,218,265,168,387,123,0,127,290,3,290,31
hunsakeri,-110.095,24.210278,237,137,55,4497,359,110,249,295,243,295,181,201,55,0,105,131,2,131,35
hunsakeri,-110.083,23.05,228,123,58,3428,329,117,212,275,225,275,186,236,71,0,115,161,1,161,25
hunsakeri,-110.08088,23.68933,204,142,59,3887,317,78,239,254,190,254,156,435,136,0,127,326,4,326,51
hunsakeri,-110.067,23.501389,207,140,59,3792,318,82,236,257,215,257,160,423,135,0,128,317,3,317,51
hunsakeri,-110.066,23.066,228,123,58,3428,329,117,212,275,225,275,186,236,71,0,115,161,1,161,25
hunsakeri,-110.05714,23.80646,212,144,59,4060,328,84,244,265,197,265,162,423,132,1,126,319,5,319,49
hunsakeri,-110.05361,23.85542,212,144,59,4091,328,84,244,265,197,265,161,417,128,1,126,312,5,312,49
hunsakeri,-110.05,24,221,143,57,4322,341,92,249,277,230,277,168,334,99,1,123,243,4,243,43
hunsakeri,-110.05,23.783333,206,143,59,3964,320,79,241,257,192,257,157,435,135,1,127,326,5,326,51
hunsakeri,-110.03396,23.44837,207,138,58,3791,316,82,234,256,215,256,160,423,135,0,127,314,3,314,51
hunsakeri,-110.03333,24,232,142,55,4555,354,99,255,291,238,291,176,211,60,0,109,141,1,141,21
hunsakeri,-110.02722,24.009167,231,142,55,4551,353,99,254,290,238,290,175,223,62,0,109,150,2,150,21
hunsakeri,-109.98952,23.76668,213,145,58,4106,329,82,247,266,198,266,162,410,128,1,125,306,5,306,44
hunsakeri,-109.91516,22.88821,239,114,56,3382,333,130,203,278,237,283,195,198,59,0,110,137,2,124,20
hunsakeri,-109.915,22.890833,239,114,56,3382,333,130,203,278,237,283,195,198,59,0,110,137,2,124,20
hunsakeri,-109.86806,23.633333,207,144,58,4044,321,75,246,257,194,257,156,422,138,1,125,308,5,308,46
hunsakeri,-109.86635,23.73946,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.85606,22.90894,238,116,56,3369,332,128,204,276,237,282,194,208,64,0,111,146,1,132,20
hunsakeri,-109.85222,23.756945,205,145,58,4079,320,73,247,255,193,255,153,437,138,1,125,321,5,186,48
hunsakeri,-109.85028,23.745277,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.84278,23.73667,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.84278,23.736668,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.84276,23.73668,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.83861,23.738611,215,147,58,4187,331,80,251,252,202,267,161,383,132,1,131,285,4,281,39
hunsakeri,-109.833,22.933,237,117,57,3398,332,127,205,276,238,282,194,213,67,0,114,149,1,136,20
hunsakeri,-109.82822,23.74299,219,147,57,4281,336,82,254,258,205,272,165,351,122,1,127,259,4,254,37
hunsakeri,-109.82066,23.74105,219,147,57,4281,336,82,254,258,205,272,165,351,122,1,127,259,4,254,37
hunsakeri,-109.81659,23.38602,224,142,56,4181,338,88,250,276,235,276,171,433,150,1,128,322,4,322,42
hunsakeri,-109.81623,23.38787,224,142,56,4181,338,88,250,276,235,276,171,433,150,1,128,322,4,322,42
hunsakeri,-109.81611,23.388332,224,142,56,4181,338,88,250,276,235,276,171,433,150,1,128,322,4,322,42
hunsakeri,-109.816,23.383,224,142,56,4181,338,88,250,276,235,276,171,433,150,1,128,322,4,322,42
hunsakeri,-109.81503,22.93865,237,117,57,3398,332,127,205,276,238,282,194,213,67,0,114,149,1,136,20
hunsakeri,-109.81445,22.94386,237,117,57,3398,332,127,205,276,238,282,194,213,67,0,114,149,1,136,20
hunsakeri,-109.812225,23.706112,215,146,58,4227,331,80,251,254,202,268,162,381,130,1,128,280,4,276,41
hunsakeri,-109.81198,23.73555,219,147,57,4281,336,82,254,258,205,272,165,351,122,1,127,259,4,254,37
hunsakeri,-109.81028,23.480833,218,143,57,4168,333,84,249,270,204,270,166,415,142,1,129,305,4,305,43
hunsakeri,-109.80467,23.7336,219,147,57,4281,336,82,254,258,205,272,165,351,122,1,127,259,4,254,37
hunsakeri,-109.8035,22.95956,235,120,57,3442,330,122,208,273,237,280,191,245,78,0,114,172,2,161,21
hunsakeri,-109.803055,23.366943,225,141,56,4164,339,90,249,278,209,278,173,444,154,1,128,331,5,331,42
hunsakeri,-109.78,23.44,233,142,55,4429,350,94,256,277,243,289,178,371,135,1,132,273,3,272,38
hunsakeri,-109.779724,23.679722,229,146,56,4486,349,90,259,272,240,286,173,290,102,1,123,209,3,203,37
hunsakeri,-109.77147,23.637266,219,146,57,4290,336,82,254,258,205,272,165,365,126,1,127,268,4,263,40
hunsakeri,-109.77,23.636667,219,146,57,4290,336,82,254,258,205,272,165,365,126,1,127,268,4,263,40
hunsakeri,-109.74905,23.38952,232,142,55,4426,349,91,258,287,215,287,175,414,147,1,129,305,4,305,39
